,satisfaction_level,average_montly_hours,promotion_last_5years,Salary_high,Salary_low,Salary_medium,Predicted Left company
1561,0.11,290,0,0,1,0,1
8636,0.55,158,0,0,1,0,0
14565,0.33,219,0,0,1,0,1
12449,0.81,239,0,0,1,0,0
9433,0.49,147,0,0,1,0,0
7920,0.5,285,0,1,0,0,0
9854,0.9,163,0,0,0,1,0
12031,0.45,134,0,0,1,0,0
9055,0.73,134,0,0,1,0,0
939,0.39,135,0,0,1,0,0
10667,0.79,194,0,0,0,1,0
9639,0.99,152,0,0,1,0,0
8425,0.6,174,0,0,1,0,0
11200,0.69,210,0,1,0,0,0
13377,0.48,274,0,0,0,1,0
9152,0.66,186,0,0,0,1,0
14800,0.39,155,0,0,1,0,0
4667,0.62,169,0,0,0,1,0
8256,0.66,154,0,0,0,1,0
5392,0.89,268,0,0,0,1,0
13402,0.47,226,0,0,1,0,0
2589,0.82,201,0,0,1,0,0
11432,0.91,238,0,0,1,0,0
9698,0.8,195,0,0,0,1,0
7331,0.99,229,0,0,0,1,0
13871,0.52,208,0,0,1,0,0
9089,0.85,165,0,0,0,1,0
12736,0.81,229,0,0,1,0,0
6363,0.99,222,0,0,0,1,0
6123,0.86,260,0,0,1,0,0
14139,0.5,170,0,0,1,0,0
9383,0.41,263,0,0,0,1,0
718,0.91,244,0,0,1,0,0
8656,0.32,157,0,0,1,0,0
836,0.43,133,0,0,1,0,0
9197,0.21,183,0,0,1,0,1
4981,0.8,124,0,0,1,0,0
13277,0.7,263,0,0,1,0,0
14853,0.73,235,0,0,1,0,0
7029,0.22,237,0,1,0,0,0
11456,0.19,157,0,0,1,0,1
4080,0.51,267,0,0,0,1,0
11373,0.42,227,0,0,0,1,0
10233,0.72,210,0,0,0,1,0
8595,0.87,257,0,0,1,0,0
8148,0.96,269,0,0,0,1,0
13680,0.91,169,0,0,1,0,0
9509,0.77,274,0,0,1,0,0
7007,0.86,155,0,0,1,0,0
4069,0.83,232,0,0,1,0,0
14412,0.39,135,0,0,1,0,0
8650,0.69,269,0,0,0,1,0
11941,0.58,220,0,0,0,1,0
8757,0.49,196,0,0,0,1,0
9715,0.79,217,0,0,1,0,0
14449,0.43,146,0,0,1,0,0
4800,0.95,216,0,0,1,0,0
4726,0.52,212,0,0,1,0,0
14365,0.39,160,0,0,1,0,0
11953,0.48,143,0,0,0,1,0
1303,0.45,149,0,0,1,0,0
11987,0.19,229,0,0,0,1,1
13188,0.16,171,0,0,0,1,1
9148,0.56,153,0,0,0,1,0
931,0.9,154,0,0,1,0,0
10133,0.57,142,0,0,0,1,0
4214,0.86,153,0,0,1,0,0
3024,0.41,171,0,0,0,1,0
1034,0.1,266,0,0,1,0,1
6607,0.68,227,0,0,0,1,0
4560,0.75,184,0,0,1,0,0
12492,0.11,244,0,0,0,1,1
3685,0.68,201,0,0,0,1,0
5619,0.7,191,0,0,1,0,0
2389,0.93,160,0,0,1,0,0
8901,0.74,196,0,0,1,0,0
3838,0.26,182,0,0,1,0,1
3476,0.81,134,0,0,1,0,0
8199,0.84,196,0,0,1,0,0
13591,0.24,225,0,0,1,0,1
4016,0.92,235,0,0,1,0,0
9748,0.31,229,0,1,0,0,0
6770,0.55,179,0,0,1,0,0
6842,0.76,249,0,0,1,0,0
9717,0.73,223,0,0,1,0,0
9476,0.8,251,0,0,0,1,0
4850,0.65,145,0,0,0,1,0
11156,0.8,228,0,0,0,1,0
8438,0.59,171,0,0,1,0,0
14351,0.09,245,0,0,1,0,1
317,0.37,153,0,0,1,0,0
4706,0.83,156,0,0,0,1,0
4625,0.78,260,0,0,0,1,0
6776,0.55,211,0,0,1,0,0
353,0.43,135,0,0,1,0,0
12867,0.62,221,0,0,1,0,0
10919,0.54,153,0,0,1,0,0
13219,0.92,176,0,0,0,1,0
9961,0.81,219,0,0,1,0,0
1495,0.79,247,0,0,1,0,0
68,0.76,223,0,0,0,1,0
12,0.84,234,0,0,1,0,0
1386,0.09,270,0,0,0,1,1
127,0.7,183,0,0,1,0,0
794,0.11,295,0,0,1,0,1
947,0.39,135,0,0,1,0,0
13331,0.68,218,0,0,1,0,0
3643,1.0,205,0,0,0,1,0
4174,0.48,140,0,0,1,0,0
4878,0.53,233,0,0,1,0,0
6091,0.71,201,0,0,0,1,0
6848,0.84,207,0,0,1,0,0
10470,0.91,183,0,0,0,1,0
10965,0.66,169,0,0,1,0,0
934,0.1,285,0,0,0,1,1
13771,0.2,261,0,0,0,1,1
2532,0.75,193,0,0,0,1,0
7387,0.93,270,0,1,0,0,0
12848,0.5,257,0,1,0,0,0
8936,0.98,198,0,0,0,1,0
14564,0.43,135,0,0,1,0,0
11109,0.84,121,0,0,1,0,0
7160,0.46,135,0,0,1,0,0
4689,0.74,224,0,0,1,0,0
11202,0.17,116,0,0,0,1,0
3577,0.49,193,0,0,0,1,0
4884,0.66,199,0,0,1,0,0
2574,0.26,242,0,0,1,0,1
11332,0.73,243,0,0,1,0,0
12433,0.87,264,0,0,1,0,0
11750,0.39,100,0,0,0,1,0
4298,0.91,159,0,0,1,0,0
10936,0.78,143,1,0,0,1,0
8257,0.56,169,0,0,0,1,0
14105,0.82,266,1,1,0,0,0
3299,0.79,217,0,0,0,1,0
14447,0.4,151,0,0,1,0,0
5639,0.79,202,0,0,0,1,0
1643,0.09,295,0,0,1,0,1
1389,0.4,151,0,0,0,1,0
2897,0.97,156,0,0,1,0,0
7796,0.57,152,0,0,0,1,0
5007,0.84,246,0,0,0,1,0
9766,0.88,152,0,0,0,1,0
10838,0.73,272,0,0,1,0,0
10093,0.8,251,0,0,0,1,0
8550,0.99,183,0,0,1,0,0
11,0.11,305,0,0,1,0,1
12974,0.28,164,0,0,1,0,1
10356,0.99,181,0,0,0,1,0
10554,0.64,136,0,1,0,0,0
10191,0.63,172,0,0,1,0,0
12697,0.11,306,0,0,1,0,1
9000,0.82,275,0,0,0,1,0
8410,0.75,135,0,1,0,0,0
4235,0.85,153,0,0,0,1,0
5402,0.31,263,0,0,0,1,0
11722,0.16,117,0,0,0,1,1
6127,0.76,144,0,1,0,0,0
11938,0.15,144,1,1,0,0,0
9624,0.58,205,0,1,0,0,0
10720,0.52,271,0,0,0,1,0
5415,0.97,207,0,0,1,0,0
1633,0.36,130,0,0,1,0,0
9327,0.95,213,0,0,1,0,0
1102,0.43,130,0,0,1,0,0
3222,0.74,233,0,0,0,1,0
10650,0.59,162,0,0,1,0,0
11044,0.93,169,0,0,1,0,0
12270,0.44,127,0,0,0,1,0
14143,0.82,194,0,0,1,0,0
10787,0.67,253,0,0,0,1,0
12785,0.97,268,0,0,1,0,0
5062,0.8,234,0,0,0,1,0
14932,0.39,127,0,0,0,1,0
14099,0.7,194,0,0,1,0,0
11509,0.75,146,0,0,1,0,0
9719,0.66,175,0,0,1,0,0
9466,0.99,182,0,0,0,1,0
593,0.37,132,0,0,1,0,0
14389,0.37,127,0,0,0,1,0
11794,0.61,242,0,0,0,1,0
12068,0.76,223,0,0,0,1,0
11734,0.53,259,0,0,1,0,0
8202,0.95,135,0,0,1,0,0
14201,0.49,212,0,0,0,1,0
9323,1.0,189,0,0,1,0,0
14631,0.09,268,0,0,0,1,1
5338,0.73,138,0,0,1,0,0
13098,0.84,266,0,0,1,0,0
11368,0.56,270,0,0,0,1,0
14160,0.71,268,0,1,0,0,0
10194,0.77,149,0,0,0,1,0
11489,0.59,157,0,0,0,1,0
6507,0.72,223,0,0,0,1,0
11240,0.78,272,0,0,1,0,0
11990,0.49,212,0,0,0,1,0
12276,0.1,267,0,0,1,0,1
8380,0.63,189,0,0,0,1,0
14568,0.37,149,0,0,1,0,0
9982,0.81,198,0,0,1,0,0
5109,0.62,171,0,0,0,1,0
7019,0.81,177,0,0,0,1,0
12190,0.09,283,0,0,1,0,1
4041,0.29,164,0,0,0,1,0
2076,0.51,212,0,0,1,0,0
6389,0.85,174,0,0,1,0,0
9926,0.88,243,0,0,0,1,0
1609,0.85,260,0,0,1,0,0
374,0.86,254,0,0,0,1,0
13160,0.49,140,0,0,0,1,0
6955,0.99,153,0,1,0,0,0
2461,0.14,166,0,0,1,0,1
11619,0.57,224,0,0,0,1,0
12841,0.95,151,0,0,0,1,0
2682,0.69,202,0,0,0,1,0
12331,0.11,302,0,0,1,0,1
2872,0.85,162,0,0,0,1,0
5597,0.5,274,0,0,0,1,0
8699,0.65,240,0,0,0,1,0
11759,0.74,166,1,1,0,0,0
1282,0.81,218,0,0,1,0,0
2981,0.93,147,0,0,1,0,0
2350,0.83,167,0,0,1,0,0
8258,0.5,233,0,0,0,1,0
5155,0.64,154,0,1,0,0,0
13011,0.48,211,0,0,1,0,0
2729,0.72,202,0,0,0,1,0
11348,0.14,142,0,1,0,0,0
4940,0.99,232,0,0,0,1,0
6173,0.63,151,0,0,0,1,0
5749,0.49,226,0,0,0,1,0
10957,0.82,147,0,0,1,0,0
11303,0.5,198,0,0,1,0,0
14337,0.38,132,0,0,1,0,0
8558,0.61,183,0,0,1,0,0
7328,0.23,242,0,0,0,1,0
2989,0.44,117,0,0,0,1,0
14256,0.84,182,0,0,1,0,0
3866,0.7,216,0,0,1,0,0
7904,0.9,150,0,0,0,1,0
5248,0.49,202,0,0,1,0,0
14644,0.87,264,0,0,1,0,0
9217,0.76,278,0,0,0,1,0
14236,0.89,242,0,0,1,0,0
4384,0.48,197,0,0,0,1,0
5592,0.49,199,0,0,0,1,0
6884,0.95,103,0,0,1,0,0
11598,0.76,263,0,0,0,1,0
1368,0.41,132,0,0,1,0,0
9656,0.93,190,0,0,0,1,0
665,0.75,267,0,0,1,0,0
281,0.27,301,0,0,1,0,1
10115,0.6,143,0,0,1,0,0
9342,0.92,258,0,0,0,1,0
10018,0.77,232,0,0,0,1,0
27,0.4,135,0,0,1,0,0
2754,0.53,253,0,0,0,1,0
10565,0.85,188,0,0,1,0,0
8446,0.82,164,0,0,1,0,0
3792,0.68,203,0,0,1,0,0
28,0.41,128,0,0,1,0,0
11319,0.78,244,0,0,0,1,0
5856,0.64,140,0,0,0,1,0
3126,0.49,196,0,0,1,0,0
3477,0.71,272,0,0,1,0,0
6668,0.36,130,0,0,1,0,0
249,0.11,298,0,0,1,0,1
13883,0.5,245,0,0,0,1,0
11657,0.73,146,0,0,1,0,0
9195,0.69,220,0,0,1,0,0
11448,0.57,186,0,0,0,1,0
2665,0.96,264,0,0,1,0,0
7671,0.55,209,0,0,1,0,0
10500,0.62,225,0,0,1,0,0
8842,0.9,163,0,0,0,1,0
8618,0.81,202,0,0,0,1,0
3718,0.82,136,0,0,0,1,0
11497,0.54,183,0,0,1,0,0
2140,0.72,176,0,0,1,0,0
12502,0.11,282,0,0,1,0,1
14107,0.72,143,0,0,1,0,0
12341,0.37,141,0,0,0,1,0
13015,0.66,196,0,0,1,0,0
1153,0.1,300,0,0,0,1,1
1503,0.4,155,0,0,0,1,0
14759,0.85,270,0,0,1,0,0
7504,0.52,239,0,0,1,0,0
12896,0.73,247,0,0,1,0,0
3293,0.52,184,0,0,1,0,0
7018,0.89,184,0,1,0,0,0
14254,0.1,281,0,0,1,0,1
2619,0.88,224,0,0,1,0,0
10261,0.76,148,0,0,1,0,0
4825,0.95,162,0,0,0,1,0
5488,0.69,271,0,0,1,0,0
3445,0.73,194,0,0,1,0,0
14072,0.5,240,0,0,1,0,0
7236,0.58,191,0,0,1,0,0
14187,0.9,133,0,0,0,1,0
5016,0.76,177,0,0,0,1,0
14146,0.5,180,1,1,0,0,0
9749,0.59,149,0,0,1,0,0
5776,0.59,233,0,0,1,0,0
5975,0.7,141,0,0,0,1,0
23,0.46,139,0,0,1,0,0
8022,0.98,210,0,0,1,0,0
9665,0.97,199,0,0,0,1,0
13457,0.69,149,0,0,0,1,0
4619,0.69,200,0,0,0,1,0
9389,0.8,226,0,0,0,1,0
14245,0.84,246,0,0,1,0,0
953,0.41,301,0,0,1,0,0
12109,0.4,155,0,0,0,1,0
6096,0.93,168,0,0,0,1,0
10878,1.0,201,0,0,1,0,0
9597,0.41,257,0,0,1,0,0
13860,0.91,195,0,0,0,1,0
13409,0.56,146,0,0,1,0,0
6236,0.21,275,0,0,1,0,1
12353,0.43,135,0,0,1,0,0
3755,0.95,223,0,0,1,0,0
1196,0.37,159,0,0,0,1,0
8597,0.71,190,0,0,1,0,0
10219,0.76,224,0,0,1,0,0
3271,0.55,155,0,0,1,0,0
8520,0.23,244,0,0,1,0,1
648,0.45,129,0,0,0,1,0
3094,0.74,231,0,0,1,0,0
4493,0.68,203,0,0,1,0,0
5413,0.53,138,0,0,1,0,0
6555,0.19,203,0,0,0,1,1
1038,0.89,237,0,0,0,1,0
1702,0.39,141,0,0,0,1,0
6990,0.67,226,0,1,0,0,0
9176,0.17,184,0,0,1,0,1
3198,0.98,250,0,1,0,0,0
8533,0.59,172,0,0,0,1,0
10044,0.98,251,0,0,0,1,0
5377,0.89,203,0,0,1,0,0
9987,0.79,195,0,0,1,0,0
5497,0.3,138,0,0,0,1,0
2297,0.98,164,0,0,0,1,0
14459,0.87,228,0,0,1,0,0
8955,0.88,177,0,0,0,1,0
1861,0.11,269,0,0,0,1,1
10294,0.16,282,0,0,1,0,1
12589,0.39,155,0,0,1,0,0
10009,0.71,137,0,0,0,1,0
2503,0.61,251,0,0,1,0,0
11754,0.61,230,0,1,0,0,0
12723,0.38,135,0,0,0,1,0
4574,0.7,194,0,0,0,1,0
4252,0.14,142,0,0,1,0,1
14971,0.39,140,0,0,0,1,0
2432,0.87,176,0,0,1,0,0
2881,0.2,213,0,0,1,0,1
7115,0.9,217,0,0,1,0,0
2971,0.86,157,0,0,1,0,0
8765,0.92,167,0,0,0,1,0
14970,0.78,225,0,0,0,1,0
531,0.37,131,0,0,0,1,0
952,0.09,308,0,0,1,0,1
12288,0.82,232,0,0,1,0,0
13038,0.65,252,0,1,0,0,0
12500,0.91,265,0,0,0,1,0
14075,0.77,217,0,0,0,1,0
13166,0.83,132,0,0,1,0,0
14607,0.46,139,0,0,1,0,0
1310,0.77,270,0,0,0,1,0
9280,0.93,156,0,0,1,0,0
6531,0.62,201,0,0,0,1,0
8788,0.67,220,0,0,1,0,0
5213,0.17,271,0,0,0,1,1
14041,0.63,230,0,0,0,1,0
8134,0.72,236,0,0,1,0,0
3535,0.96,234,0,0,0,1,0
5154,0.54,260,0,0,1,0,0
426,0.74,261,0,0,0,1,0
4725,0.82,160,0,1,0,0,0
1357,0.45,157,0,0,0,1,0
11506,0.69,131,0,0,1,0,0
1500,0.11,253,0,0,1,0,1
13456,0.48,149,0,0,0,1,0
11427,0.84,236,0,0,1,0,0
10985,0.59,265,0,0,0,1,0
2636,0.81,108,0,0,0,1,0
1025,0.4,142,0,0,1,0,0
1362,0.4,129,0,0,0,1,0
2949,0.15,204,0,0,0,1,1
4782,0.67,168,0,1,0,0,0
752,0.37,129,0,0,1,0,0
12676,0.11,270,0,0,1,0,1
14239,0.41,128,0,0,1,0,0
13235,0.66,244,0,0,0,1,0
3355,0.71,261,0,0,0,1,0
1436,0.43,142,0,0,0,1,0
13971,0.32,117,1,0,0,1,0
1219,0.75,243,0,0,1,0,0
11194,0.61,242,0,1,0,0,0
12967,0.31,146,0,0,1,0,1
10158,0.32,191,0,0,0,1,0
1899,0.4,143,0,0,0,1,0
13390,0.65,217,1,0,0,1,0
8486,0.78,142,0,0,1,0,0
11413,0.16,203,0,0,0,1,1
6048,0.64,214,0,0,0,1,0
3553,0.31,183,0,0,1,0,1
9742,0.63,145,0,1,0,0,0
3187,0.56,115,0,0,0,1,0
4696,0.85,235,0,0,0,1,0
3060,0.9,215,0,0,1,0,0
6028,0.21,287,0,1,0,0,0
42,0.4,127,0,0,1,0,0
1201,0.1,252,0,0,0,1,1
7228,0.99,190,0,0,0,1,0
13020,0.51,98,0,0,1,0,0
6731,0.55,226,0,0,1,0,0
2903,0.3,280,0,0,1,0,1
11272,0.66,161,1,0,0,1,0
7975,0.92,190,0,1,0,0,0
8775,0.78,124,0,1,0,0,0
14218,0.92,259,0,0,1,0,0
6254,0.74,234,0,0,0,1,0
8819,0.63,267,0,0,1,0,0
7611,0.77,265,0,1,0,0,0
6756,0.89,238,0,0,0,1,0
14513,0.1,250,0,0,0,1,1
5212,0.5,134,0,0,0,1,0
12075,0.11,306,0,0,0,1,1
6474,0.6,214,0,0,0,1,0
1462,0.39,149,0,0,1,0,0
10532,0.52,268,0,0,1,0,0
14747,0.11,305,0,0,0,1,1
6326,0.71,206,0,0,0,1,0
8011,0.66,187,0,0,1,0,0
11767,0.91,214,0,0,1,0,0
7826,0.67,148,0,0,0,1,0
1032,0.84,237,0,0,1,0,0
447,0.1,298,0,0,1,0,1
10631,0.6,165,0,0,0,1,0
8213,0.91,260,0,0,1,0,0
4165,0.6,204,0,1,0,0,0
4906,0.77,268,0,0,1,0,0
3998,0.67,246,0,0,0,1,0
9586,0.96,167,0,0,1,0,0
937,0.11,286,0,0,1,0,1
4124,0.61,199,0,1,0,0,0
3461,0.77,164,0,0,0,1,0
6971,0.81,102,0,0,0,1,0
3504,0.89,235,0,1,0,0,0
7301,0.52,230,0,0,0,1,0
6755,0.99,154,0,0,0,1,0
11340,0.77,139,0,0,1,0,0
722,0.44,130,0,0,1,0,0
2553,0.51,204,0,0,1,0,0
5287,0.71,194,0,0,1,0,0
3444,0.96,176,0,0,1,0,0
4771,0.52,218,0,0,0,1,0
12162,0.45,147,0,0,1,0,0
9115,0.99,183,0,0,0,1,0
900,0.78,271,0,0,1,0,0
11790,0.9,172,0,0,0,1,0
8532,0.85,198,0,0,0,1,0
4724,1.0,245,0,0,1,0,0
6978,0.8,159,0,0,0,1,0
9621,0.46,145,0,0,0,1,0
358,0.31,135,0,0,1,0,0
6504,0.56,156,0,0,0,1,0
2150,0.69,215,0,0,1,0,0
13440,0.63,186,0,0,1,0,0
5364,0.54,206,0,1,0,0,0
10879,0.73,205,0,0,1,0,0
8694,0.24,152,0,1,0,0,0
1849,0.45,159,0,0,1,0,0
2546,0.18,285,0,0,1,0,1
4001,0.16,178,0,0,0,1,1
13990,0.79,173,0,0,1,0,0
4285,0.83,232,0,0,0,1,0
12733,0.38,129,0,0,0,1,0
7789,0.77,271,0,0,1,0,0
5483,0.93,142,0,0,0,1,0
10829,0.53,274,0,0,0,1,0
2185,0.73,145,0,0,1,0,0
1314,0.4,136,0,0,0,1,0
2345,0.95,183,0,0,1,0,0
8215,0.49,251,0,0,1,0,0
3845,0.64,211,0,0,0,1,0
12872,0.49,246,0,0,0,1,0
7909,0.81,247,0,0,0,1,0
8711,0.62,151,0,0,1,0,0
3891,0.58,248,0,1,0,0,0
13441,0.99,142,0,1,0,0,0
9018,0.94,199,0,0,1,0,0
8840,0.74,189,0,0,0,1,0
6547,0.15,255,0,1,0,0,0
14295,0.11,291,0,0,1,0,1
6148,0.52,112,0,0,0,1,0
14890,0.43,147,0,0,0,1,0
14867,0.79,235,0,0,0,1,0
9941,0.96,157,0,0,0,1,0
1719,0.77,249,0,0,1,0,0
13775,0.66,139,0,0,1,0,0
3272,0.51,204,0,0,0,1,0
8461,0.95,139,0,0,0,1,0
12374,0.86,254,0,0,0,1,0
4358,0.85,189,0,0,0,1,0
7522,0.82,143,0,1,0,0,0
11227,0.48,150,0,0,1,0,0
10165,0.57,202,0,0,0,1,0
11950,0.49,244,0,0,1,0,0
9032,0.43,278,0,0,1,0,0
6052,0.85,194,0,0,0,1,0
13231,0.65,224,0,0,1,0,0
10821,0.7,208,0,0,0,1,0
11341,0.77,239,0,0,1,0,0
5844,0.49,229,0,0,1,0,0
251,0.79,254,0,0,1,0,0
3550,0.85,263,0,0,1,0,0
7426,0.52,241,0,0,1,0,0
2598,0.5,150,0,0,0,1,0
14911,0.72,256,0,0,1,0,0
9011,0.17,199,0,0,0,1,1
3597,0.62,124,0,0,1,0,0
4308,0.7,239,0,0,0,1,0
2391,0.87,246,0,0,1,0,0
1186,0.11,262,0,0,1,0,1
13668,0.4,127,0,0,1,0,0
8860,0.86,221,0,0,0,1,0
1402,0.84,240,0,0,0,1,0
11595,0.15,188,0,0,0,1,1
1688,0.41,155,0,0,1,0,0
4002,0.34,123,0,0,0,1,0
4579,0.67,204,0,0,0,1,0
10259,0.79,170,0,0,1,0,0
3236,0.17,183,0,1,0,0,0
11117,0.45,206,0,0,1,0,0
13148,0.92,236,1,0,0,1,0
3704,0.6,191,0,0,1,0,0
14767,0.46,141,0,0,1,0,0
408,0.91,246,0,0,1,0,0
10886,0.63,244,0,0,1,0,0
700,0.46,143,0,0,0,1,0
5325,0.79,244,0,1,0,0,0
5285,0.57,193,0,0,0,1,0
10199,0.61,160,0,0,0,1,0
6214,0.64,200,0,0,0,1,0
14032,0.61,245,1,0,1,0,0
2689,0.59,176,0,0,0,1,0
3080,0.76,242,0,0,0,1,0
5269,0.86,220,0,0,1,0,0
8005,0.52,104,0,0,0,1,0
10043,0.55,254,0,0,0,1,0
11218,0.95,261,1,0,0,1,0
4905,0.54,157,0,0,1,0,0
12926,0.64,241,0,0,0,1,0
10648,0.99,183,0,0,1,0,0
6456,0.52,173,0,1,0,0,0
14839,0.72,244,0,0,1,0,0
4249,0.95,260,0,0,1,0,0
14375,0.9,260,0,0,1,0,0
12334,0.1,290,0,0,0,1,1
13991,0.82,156,0,0,1,0,0
7046,0.43,125,0,0,1,0,0
11825,0.29,134,1,0,0,1,0
7185,0.58,270,0,1,0,0,0
4049,0.89,183,0,0,0,1,0
1634,0.39,127,0,0,0,1,0
10651,0.13,219,0,0,1,0,1
264,0.42,139,0,0,0,1,0
4911,0.78,224,0,0,1,0,0
1996,0.11,293,0,0,1,0,1
7879,0.51,133,0,0,0,1,0
10460,1.0,230,0,0,1,0,0
10972,0.89,260,0,0,0,1,0
128,0.09,250,0,0,1,0,1
745,0.11,245,0,0,1,0,1
4887,0.65,268,0,0,0,1,0
13506,0.53,221,0,0,0,1,0
5730,0.9,233,0,0,1,0,0
5137,0.64,226,0,0,0,1,0
3599,0.76,219,0,0,1,0,0
2635,0.64,233,0,0,0,1,0
11494,0.49,168,0,0,1,0,0
5514,0.78,193,0,0,0,1,0
6331,0.75,173,0,0,1,0,0
5756,0.18,267,0,0,0,1,1
12003,0.72,223,0,0,1,0,0
7687,0.26,238,0,0,0,1,0
5817,0.57,154,0,0,0,1,0
6843,0.55,134,0,0,1,0,0
14034,0.68,146,1,0,0,1,0
2476,0.58,196,0,0,1,0,0
13588,0.95,259,0,0,1,0,0
14440,0.78,239,0,0,1,0,0
7434,0.57,141,0,0,0,1,0
7944,0.88,218,0,0,1,0,0
12620,0.8,268,0,0,0,1,0
11077,0.97,150,0,0,0,1,0
2622,0.84,117,0,0,1,0,0
14622,0.84,262,0,0,0,1,0
4935,0.67,173,0,1,0,0,0
3979,0.15,176,0,0,1,0,1
6066,0.85,236,0,0,0,1,0
1493,0.38,151,0,0,1,0,0
777,0.11,294,0,0,0,1,1
6836,0.67,175,0,0,0,1,0
5087,0.54,189,0,0,0,1,0
7033,0.68,134,0,0,0,1,0
13669,0.71,179,1,0,1,0,0
6631,0.9,154,0,0,0,1,0
4009,0.15,160,0,0,0,1,1
389,0.42,154,0,0,0,1,0
8108,0.67,269,0,0,0,1,0
10172,0.53,281,0,1,0,0,0
9519,0.83,199,0,0,1,0,0
13207,0.63,242,0,0,1,0,0
6655,0.95,178,0,0,1,0,0
1348,0.89,130,0,0,0,1,0
13895,0.69,153,0,0,0,1,0
10639,0.75,133,0,1,0,0,0
11533,0.6,211,0,0,1,0,0
8254,0.8,156,0,0,1,0,0
4551,0.53,237,1,0,0,1,0
9443,0.57,189,0,0,1,0,0
8208,0.85,163,0,0,1,0,0
1092,0.73,230,0,0,1,0,0
14043,0.71,187,0,0,0,1,0
1506,0.4,160,0,0,0,1,0
5067,0.89,144,0,0,1,0,0
941,0.43,136,0,0,1,0,0
9462,0.9,185,0,0,0,1,0
11851,0.2,196,0,0,1,0,1
13900,0.51,140,0,0,1,0,0
14036,0.29,134,1,0,0,1,0
7109,0.78,202,0,0,0,1,0
1657,0.11,245,0,0,1,0,1
2287,0.29,231,0,0,0,1,0
5739,0.91,199,0,0,0,1,0
13256,0.89,218,0,0,1,0,0
14561,0.09,304,0,0,0,1,1
8474,0.21,276,0,1,0,0,0
4912,0.66,264,0,0,1,0,0
14849,0.84,227,0,0,1,0,0
13652,0.61,134,0,0,0,1,0
2159,0.87,132,0,0,1,0,0
11600,0.95,151,0,0,0,1,0
7458,0.7,240,0,0,0,1,0
7315,0.81,258,0,0,1,0,0
3990,0.89,249,0,0,1,0,0
9491,0.45,140,0,0,1,0,0
5553,0.85,229,0,0,0,1,0
12804,0.61,151,0,1,0,0,0
566,0.11,310,0,0,1,0,1
9713,0.89,168,0,1,0,0,0
3983,0.59,257,0,0,1,0,0
8303,0.91,224,0,0,0,1,0
2591,0.21,173,0,0,1,0,1
14703,0.11,244,0,0,0,1,1
7021,0.83,167,0,0,0,1,0
14653,0.77,229,0,0,1,0,0
4997,0.77,189,0,0,1,0,0
13604,0.33,130,0,1,0,0,0
8269,0.87,272,0,0,1,0,0
12056,0.11,255,0,0,1,0,1
3073,0.57,257,0,0,0,1,0
12876,0.93,140,0,0,0,1,0
12219,0.89,225,0,0,1,0,0
1505,0.37,157,0,0,0,1,0
10839,0.9,229,0,0,1,0,0
10163,0.9,247,0,0,0,1,0
8104,0.87,151,0,0,0,1,0
11863,0.59,176,0,0,0,1,0
6595,0.95,250,0,0,0,1,0
11718,0.63,182,0,1,0,0,0
14066,0.92,224,0,0,1,0,0
5586,0.81,156,0,0,0,1,0
4007,0.74,133,0,0,0,1,0
477,0.09,275,0,0,1,0,1
5611,0.95,138,0,0,1,0,0
1701,0.09,282,0,0,0,1,1
11204,0.94,242,0,0,0,1,0
3808,0.85,151,0,0,0,1,0
5970,0.61,236,0,0,0,1,0
9557,0.78,114,0,0,1,0,0
7672,0.73,186,0,0,1,0,0
8284,0.64,150,0,0,0,1,0
3258,0.48,223,0,0,0,1,0
436,0.11,261,0,0,1,0,1
11616,0.62,158,0,0,1,0,0
4450,0.68,148,0,0,1,0,0
846,0.1,253,0,0,0,1,1
11563,0.65,147,0,0,1,0,0
10428,0.63,134,0,0,0,1,0
3869,0.74,260,0,0,1,0,0
5660,0.75,260,0,0,1,0,0
8155,0.75,214,0,0,1,0,0
14550,0.1,246,0,0,0,1,1
9649,0.47,172,0,0,1,0,0
1145,0.37,153,0,0,1,0,0
13200,0.17,240,0,0,1,0,1
11817,0.68,184,0,0,1,0,0
2156,0.81,231,0,0,1,0,0
5474,0.82,204,0,0,0,1,0
8238,0.63,286,0,0,1,0,0
2845,0.73,135,0,0,0,1,0
4028,0.78,255,0,0,1,0,0
9803,0.51,141,0,0,1,0,0
12929,0.96,137,0,0,0,1,0
2019,0.48,252,0,0,0,1,0
1685,0.76,242,0,0,1,0,0
11004,0.83,155,0,0,1,0,0
4898,0.95,144,0,0,0,1,0
10857,0.6,220,1,0,0,1,0
3418,0.36,226,0,0,0,1,0
475,0.45,134,0,0,1,0,0
1540,0.42,145,0,0,1,0,0
410,0.28,218,0,0,1,0,1
5823,0.51,231,0,0,0,1,0
8830,0.52,136,0,0,0,1,0
2398,0.54,161,0,0,1,0,0
653,0.37,132,0,0,0,1,0
6463,0.56,229,0,0,1,0,0
13023,0.91,159,0,0,1,0,0
13185,0.37,260,0,0,0,1,0
7955,0.61,163,0,0,0,1,0
4087,0.62,149,0,0,0,1,0
2768,0.8,248,0,0,0,1,0
2654,0.71,114,0,0,1,0,0
678,0.43,158,0,0,1,0,0
7519,0.18,264,0,1,0,0,0
9114,0.83,242,0,0,0,1,0
13702,0.61,146,0,0,1,0,0
10999,0.79,156,0,0,1,0,0
5929,0.52,144,0,0,1,0,0
60,0.85,226,0,0,0,1,0
